instant,dteday,season,year,month,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual_x,registered_x,count_x,status,casual_y,registered_y,count_y,day_type
455,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Active,796,4663,5459,Weekday
456,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Active,2301,3934,6235,Weekday
457,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Active,2347,3694,6041,Weekend
458,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Selasa,Hari Kerja,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Active,1208,4728,5936,Weekend
459,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Rabu,Hari Kerja,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Active,1348,5424,6772,Weekend
460,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Kamis,Hari Kerja,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Active,1058,5378,6436,Weekend
461,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Jumat,Hari Kerja,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Active,1192,5265,6457,Weekend
462,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Active,1807,4653,6460,Weekend
463,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Active,3252,3605,6857,Weekend
464,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Active,2230,2939,5169,Weekend
465,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Selasa,Hari Kerja,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Active,905,4680,5585,Weekend
466,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Rabu,Hari Kerja,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Active,819,5099,5918,Weekend
467,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Kamis,Hari Kerja,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Active,482,4380,4862,Weekend
468,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Jumat,Hari Kerja,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Active,663,4746,5409,Weekend
469,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Active,1252,5146,6398,Weekend
470,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Active,2795,4665,7460,Weekend
471,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Active,2846,4286,7132,Weekend
472,2012-04-01,Musim Panas,1,4,Hari Libur,Selasa,Bukan Hari Kerja,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Active,1198,5172,6370,Weekend
473,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Rabu,Hari Kerja,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Active,989,5702,6691,Weekend
474,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Kamis,Hari Kerja,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Active,347,4020,4367,Weekend
475,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Jumat,Hari Kerja,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Active,846,5719,6565,Weekend
476,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Active,1340,5950,7290,Weekend
477,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Active,2541,4083,6624,Weekend
478,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Senin,Bukan Hari Kerja,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Active,120,907,1027,Weekend
479,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Selasa,Hari Kerja,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Active,195,3019,3214,Weekend
480,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Rabu,Hari Kerja,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Active,518,5115,5633,Weekend
481,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Kamis,Hari Kerja,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Active,655,5541,6196,Weekend
482,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Jumat,Hari Kerja,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Active,475,4551,5026,Weekend
483,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Active,1014,5219,6233,Weekend
484,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Active,1120,3100,4220,Weekend
485,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Active,2229,4075,6304,Weekend
486,2012-04-01,Musim Panas,1,4,Bukan Hari Libur,Selasa,Hari Kerja,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Active,665,4907,5572,Weekend
487,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Rabu,Hari Kerja,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Active,653,5087,5740,Weekday
488,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Kamis,Hari Kerja,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Active,667,5502,6169,Weekday
489,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Jumat,Hari Kerja,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Active,764,5657,6421,Weekday
490,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Active,1069,5227,6296,Weekday
491,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Active,2496,4387,6883,Weekday
492,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Active,2135,4224,6359,Weekday
493,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Selasa,Hari Kerja,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Active,1008,5265,6273,Weekday
494,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Rabu,Hari Kerja,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Active,738,4990,5728,Weekday
495,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Kamis,Hari Kerja,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Active,620,4097,4717,Weekday
496,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Jumat,Hari Kerja,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Active,1026,5546,6572,Weekday
497,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Active,1319,5711,7030,Weekday
498,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Active,2622,4807,7429,Weekday
499,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Active,2172,3946,6118,Weekday
500,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Selasa,Hari Kerja,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Active,342,2501,2843,Weekday
501,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Rabu,Hari Kerja,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Active,625,4490,5115,Weekday
502,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Kamis,Hari Kerja,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Active,991,6433,7424,Weekday
503,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Jumat,Hari Kerja,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Active,1242,6142,7384,Weekday
504,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Active,1521,6118,7639,Weekday
505,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Active,3410,4884,8294,Weekday
506,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Active,2704,4425,7129,Weekday
507,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Selasa,Hari Kerja,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Active,630,3729,4359,Weekday
508,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Rabu,Hari Kerja,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Active,819,5254,6073,Weekday
509,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Kamis,Hari Kerja,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Active,766,4494,5260,Weekday
510,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Jumat,Hari Kerja,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Active,1059,5711,6770,Weekday
511,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Active,1417,5317,6734,Weekday
512,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Active,2855,3681,6536,Weekday
513,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Active,3283,3308,6591,Weekday
514,2012-05-01,Musim Panas,1,5,Hari Libur,Selasa,Bukan Hari Kerja,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Active,2557,3486,6043,Weekday
515,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Rabu,Hari Kerja,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Active,880,4863,5743,Weekday
516,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Kamis,Hari Kerja,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Active,745,6110,6855,Weekday
517,2012-05-01,Musim Panas,1,5,Bukan Hari Libur,Jumat,Hari Kerja,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Active,1100,6238,7338,Weekday
518,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Active,533,3594,4127,Weekday
519,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Active,2795,5325,8120,Weekday
520,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Active,2494,5147,7641,Weekday
521,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Selasa,Hari Kerja,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Active,1071,5927,6998,Weekday
522,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Rabu,Hari Kerja,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Active,968,6033,7001,Weekday
523,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Active,1027,6028,7055,Weekday
524,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Active,1038,6456,7494,Weekday
525,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Active,1488,6248,7736,Weekday
526,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Active,2708,4790,7498,Weekday
527,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Active,2224,4374,6598,Weekday
528,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Selasa,Hari Kerja,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Active,1017,5647,6664,Weekday
529,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Rabu,Hari Kerja,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Active,477,4495,4972,Weekday
530,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Active,1173,6248,7421,Weekday
531,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Active,1180,6183,7363,Weekday
532,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Active,1563,6102,7665,Weekday
533,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Active,2963,4739,7702,Weekday
534,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Active,2634,4344,6978,Weekday
535,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Selasa,Hari Kerja,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Active,653,4446,5099,Weekday
536,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Rabu,Hari Kerja,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Active,968,5857,6825,Weekday
537,2012-06-01,Musim Panas,1,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Active,872,5339,6211,Weekday
538,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Active,778,5127,5905,Weekday
539,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Active,964,4859,5823,Weekday
540,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Active,2657,4801,7458,Weekday
541,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Active,2551,4340,6891,Weekday
542,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Selasa,Hari Kerja,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Active,1139,5640,6779,Weekday
543,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Rabu,Hari Kerja,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Active,1077,6365,7442,Weekday
544,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Kamis,Hari Kerja,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Active,1077,6258,7335,Weekday
545,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Jumat,Hari Kerja,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Active,921,5958,6879,Weekday
546,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Active,829,4634,5463,Weekday
547,2012-06-01,Musim Gugur,1,6,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Active,1455,4232,5687,Weekday
548,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Active,1421,4110,5531,Weekend
549,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Active,904,5323,6227,Weekend
550,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Active,1052,5608,6660,Weekend
551,2012-07-01,Musim Gugur,1,7,Hari Libur,Kamis,Bukan Hari Kerja,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Active,2562,4841,7403,Weekend
552,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Active,1405,4836,6241,Weekend
553,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Active,1366,4841,6207,Weekend
554,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Active,1448,3392,4840,Weekend
555,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Active,1203,3469,4672,Weekend
556,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Selasa,Hari Kerja,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Active,998,5571,6569,Weekend
557,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Rabu,Hari Kerja,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Active,954,5336,6290,Weekend
558,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Active,975,6289,7264,Weekend
559,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Active,1032,6414,7446,Weekend
560,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Active,1511,5988,7499,Weekend
561,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Active,2355,4614,6969,Weekend
562,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Active,1920,4111,6031,Weekend
563,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Active,1088,5742,6830,Weekend
564,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Active,921,5865,6786,Weekend
565,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Active,799,4914,5713,Weekend
566,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Active,888,5703,6591,Weekend
567,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Active,747,5123,5870,Weekend
568,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Active,1264,3195,4459,Weekend
569,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Active,2544,4866,7410,Weekend
570,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Active,1135,5831,6966,Weekend
571,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Active,1140,6452,7592,Weekend
572,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Kamis,Hari Kerja,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Active,1383,6790,8173,Weekend
573,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Jumat,Hari Kerja,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Active,1036,5825,6861,Weekend
574,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Active,1259,5645,6904,Weekend
575,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Active,2234,4451,6685,Weekend
576,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Active,2153,4444,6597,Weekend
577,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Selasa,Hari Kerja,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Active,1040,6065,7105,Weekend
578,2012-07-01,Musim Gugur,1,7,Bukan Hari Libur,Rabu,Hari Kerja,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Active,968,6248,7216,Weekend
579,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Active,1074,6506,7580,Weekday
580,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Active,983,6278,7261,Weekday
581,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Active,1328,5847,7175,Weekday
582,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Active,2345,4479,6824,Weekday
583,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Active,1707,3757,5464,Weekday
584,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Selasa,Hari Kerja,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Active,1233,5780,7013,Weekday
585,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Rabu,Hari Kerja,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Active,1278,5995,7273,Weekday
586,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Kamis,Hari Kerja,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Active,1263,6271,7534,Weekday
587,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Active,1196,6090,7286,Weekday
588,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Active,1065,4721,5786,Weekday
589,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Active,2247,4052,6299,Weekday
590,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Active,2182,4362,6544,Weekday
591,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Selasa,Hari Kerja,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Active,1207,5676,6883,Weekday
592,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Active,1128,5656,6784,Weekday
593,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Active,1198,6149,7347,Weekday
594,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Active,1338,6267,7605,Weekday
595,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Active,1483,5665,7148,Weekday
596,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Active,2827,5038,7865,Weekday
597,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Active,1208,3341,4549,Weekday
598,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Selasa,Hari Kerja,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Active,1026,5504,6530,Weekday
599,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Rabu,Hari Kerja,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Active,1081,5925,7006,Weekday
600,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Kamis,Hari Kerja,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Active,1094,6281,7375,Weekday
601,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Jumat,Hari Kerja,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Active,1363,6402,7765,Weekday
602,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Active,1325,6257,7582,Weekday
603,2012-08-01,Musim Gugur,1,8,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Active,1829,4224,6053,Weekday
